,Company_Name,Design_Role,Experience,Functional_Area,Industry,Job_Application,Job_Link,Job_Post,Job_Title,Job_View,Key_Skills,Location,Num_Openings,Role_Category,Salary,SalaryI,Skill_Experience
167,Premium  hiring for imindyourbusiness,Data Analyst,3 - 6 yrs,Analytics & Business Intelligence,IT-Software  /    Software Services,21,https://www.naukri.com/job-listings-Data-Scientist-Machine-Learning-Techniques-Premium-Bengaluru-3-to-6-years-061017900573?src=jobsearchDesk&sid=15082428499556&xp=37,Posted 11 days ago,Data Scientist - Machine Learning Techniques,265,"MongoDB,NoSQL,MySQL,Hive,Data Science,D3.Js,SQL,R,Machine Learning,Data Visualization,Data Scientist ",Bengaluru,,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,
168,United HR Solutions Pvt Ltd,Team Lead/Technical Lead,2 - 7 yrs,"IT Software - Application Programming   ,     Maintenance",FMCG  /    Foods  /    Beverage,11,https://www.naukri.com/job-listings-Data-Scientist-Based-at-Ahmedabad-United-HR-Solutions-Pvt-Ltd-Ahmedabad-2-to-7-years-061017001457?src=jobsearchDesk&sid=15082428499556&xp=38,Posted 11 days ago,Data Scientist Based at Ahmedabad,160,"Data Science,analytics,analitics ",Ahmedabad,,Programming & Design,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Please refer to the Job description above
169,Premium  hiring for A Leading Client of Talent Acceleration Corridor,DBA,3 - 6 yrs,"IT Software - DBA   ,     Datawarehousing",IT-Software  /    Software Services,36,https://www.naukri.com/job-listings-Data-Scientist-Sas-r-Matlab-Premium-Delhi-NCR-Gurgaon-3-to-6-years-051017901635?src=jobsearchDesk&sid=15082428499556&xp=39,Posted 11 days ago,Data Scientist - Sas/r/ Matlab,444,"Hadoop,SQL,Mapreduce,Neural Networks,Principal Component Analysis,R,Text Analytics,Statistical Modeling,SAS,Segmentation ","Delhi NCR,    Gurgaon",,Admin/Maintenance/Security/Datawarehousing,Not Disclosed by Recruiter,Not Disclosed by Recruiter,
170,Premium  hiring for Lead Search,Data Analyst,4 - 9 yrs,Analytics & Business Intelligence,Telecom/ISP,31,https://www.naukri.com/job-listings-Data-Scientist-Premium-Mumbai-4-to-9-years-051017900425?src=jobsearchDesk&sid=15082428499556&xp=40,Posted 11 days ago,Data Scientist,197,"customer analytics,advanced analytics,data analysis,data scientist,analytics,data analytics,python,r studio,sql ",Mumbai,Openings: 5,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Work Experience	-4-10 YrsPG Qualification	-BE/MBA
171,Premium  hiring for Talpro,Data Analyst,8 - 12 yrs,Analytics & Business Intelligence,IT-Software  /    Software Services,59,https://www.naukri.com/job-listings-Data-Scientist-Sas-sql-spss-Premium-Delhi-NCR-Bengaluru-8-to-12-years-051017900269?src=jobsearchDesk&sid=15082428499556&xp=41,Posted 11 days ago,Data Scientist - Sas/sql/spss,413,"sas sql,excel powerpoint,spss,statistical analysis,c,statistics,analytics,web technologies,database,SAS,database analysis,design,development ","Delhi NCR,    Bengaluru",,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,"Person specification:- Excellent knowledge in information architecture, human computer interaction and usability design principles- A track record of delivering successful consumer and or business products- Ability to use analytic data and user testing to inform design decision- A passion for new consumer technology and the emerging medial and scape- Ability to multi task and good time management skills- Ability to work on their own and as a part of the team- Excellent scoping and estimation skills and excellent testing/ QA skills- Excellent communication skills (verbal and written) to liaise with various departments locally and internationallyKey Soft Attributes:- Creativity and Ability to pick up technology fast - Technical Learning- Action Orientated- Dealing with Ambiguity- Presentation Skills and Peer Relationships- Time Management- Written Communications- Problem Solving."
172,Mirus Solutions Pvt Limited  hiring for Leading Financial Institution,Analytics Manager,3 - 8 yrs,Analytics & Business Intelligence,Banking  /    Financial Services  /    Broking,32,https://www.naukri.com/job-listings-Data-Scientist-Leading-Financial-Institution-Mirus-Solutions-Pvt-Limited-Mumbai-3-to-8-years-051017004922?src=jobsearchDesk&sid=15082428499556&xp=42,Posted 12 days ago,Data Scientist - Leading Financial Institution,177,"banking,data science,machine learning,management skills,transition and manager skills ",Mumbai,Openings: 1,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Please refer to the Job description above
173,Unnati  hiring for Disruptive Payment Solutions Fintech Startup,Data Analyst,2 - 5 yrs,Analytics & Business Intelligence,Banking  /    Financial Services  /    Broking,88,https://www.naukri.com/job-listings-Data-Scientist-Disruptive-Fintech-co-in-Payments-Domain-Unnati-Mumbai-2-to-5-years-051017002052?src=jobsearchDesk&sid=15082428499556&xp=43,Posted 11 days ago,Data Scientist | Disruptive Fintech co in Payments Domain,367,"Statistical Simulation,Regression Modeling,Machine learning,Python,Data Analytics,Data Management,Econometric Model,Predictive analytics,Statistical Modeling,Data Modeling,Data Mining,Data Science,SAS,SQL,Artificial Intelligence,Big Data,Statistics ",Mumbai,Openings: 1,Analytics & BI,"INR  12,00,000 - 15,00,000 P.A.","12,00,000 - 15,00,000 P.A.","Bachelor's in Computer Science/ Engineering, Statistics, Math or related quantitative degree 2+ years of experience as an analyst or modeler Expertise in Machine Learning1 or more years of work experience in a similar role is a plus Strong analytical and appropriate coding skills necessary to develop and refine codes developed by others Good understanding of Python or R Strong technical skills with hands on experience using relational databases Strong communication skills with ability to translate technical concepts for non-technical audiences, including senior management"
174,IBM INDIA PVT. LTD.  hiring for Maersk Line,Database Architect/Designer,5 - 10 yrs,"IT Software - Systems   ,     EDP   ,     MIS",Courier  /    Transportation  /    Freight  /    Warehousing,165,https://www.naukri.com/job-listings-Data-Scientist-IBM-INDIA-PVT-LTD-Pune-5-to-10-years-041017008713?src=jobsearchDesk&sid=15082428499556&xp=44,Posted 13 days ago,Data Scientist,541,"R,Machine Learning,Data Science,Python,Hadoop,Predictive Modeling,Statistical Modeling,Customer Analytics,Java,Statistics ",Pune,,Programming & Design,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Please refer to the Job description above
175,Crescendo Global Services,Data Analyst,5 - 10 yrs,Analytics & Business Intelligence,Strategy  /    Management Consulting Firms,33,https://www.naukri.com/job-listings-Manager-Data-Scientist-Retail-Domain-Crescendo-Global-Services-Bengaluru-5-to-10-years-180817001974?src=jobsearchDesk&sid=15082428499556&xp=45,Posted 60 days ago,Manager - Data Scientist - Retail Domain,467,"Project Planning,Project Management,Stakeholder Management,SCOPE,People Management,Team Management,Data Analytics,Data Modeling,Internal Communication,Data Scientist,Retail Domain ",Bengaluru,,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Please refer to the Job description above
176,Crescendo Global Services,Analytics Manager,5 - 10 yrs,Analytics & Business Intelligence,IT-Software  /    Software Services,79,https://www.naukri.com/job-listings-Manager-Data-Scientist-Retail-Crescendo-Global-Services-Bengaluru-5-to-10-years-010917001552?src=jobsearchDesk&sid=15082428499556&xp=46,Posted 46 days ago,Manager - Data Scientist - Retail,578,"Project Planning,Project Management,Stakeholder Management,SCOPE,Engagement Management,IT Consulting,Team Management,People Management,Data Analytics,Data Modeling ",Bengaluru,,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Please refer to the Job description above
177,Crescendo Global Services,Analytics Manager,3 - 6 yrs,Analytics & Business Intelligence,Insurance,191,https://www.naukri.com/job-listings-Assistant-Manager-Data-Scientist-Insurance-Crescendo-Global-Services-Mumbai-3-to-6-years-010917001045?src=jobsearchDesk&sid=15082428499556&xp=47,Posted 46 days ago,Assistant Manager - Data Scientist - Insurance,652,"Text Mining,Natural Language Processing,Data Science,Machine Learning,R,Python,Data Mining,Statistical Modeling,Advanced Analytics,Data Visualization,Tableau,open source programming ",Mumbai,,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Please refer to the Job description above
178,Premium  hiring for Client of imindyourbusiness,Data Analyst,3 - 7 yrs,Analytics & Business Intelligence,IT-Software  /    Software Services,Less than 10,https://www.naukri.com/job-listings-Senior-lead-Data-Scientist-Apache-mapreduce-Premium-Bengaluru-3-to-7-years-061017901214?src=jobsearchDesk&sid=15082428499556&xp=48,Posted 11 days ago,Senior/lead Data Scientist - Apache/mapreduce,171,"Java,Python,Data Science,Machine Learning,Algorithms,Spark,Mapreduce,Distribution System,AWS,Statistical Analysis,Data Analyst,Apache Spark,Apache Drill ",Bengaluru,,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,
179,Premium  hiring for imindyourbusiness,Data Analyst,4 - 7 yrs,Analytics & Business Intelligence,IT-Software  /    Software Services,Less than 10,https://www.naukri.com/job-listings-Lead-Data-Scientist-Apache-spark-Premium-Bengaluru-4-to-7-years-061017900751?src=jobsearchDesk&sid=15082428499556&xp=49,Posted 11 days ago,Lead Data Scientist - Apache/spark,200,"Machine Learning,Data Science,Spark,Statistical Analysis,distributed system,Apache Spark,Apache Drill,MapReduce,AWS ",Bengaluru,,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,"Eligibility :- Must have 4-5 years experience as a Lead Data Scientist or Senior Data Scientist.- Have strong experience in working with large data sets using distributed systems. Example, Apache Spark, Apache Drill, MapReduce, etc- Building statistical models using Machine Learning algorithms- Demonstrated skills in programming in Python and Java- Experience with working on public cloud systems like AWS- Experience with Recommendations systems and reinforcement learning is a plus."
180,Premium,Data Analyst,8 - 10 yrs,Analytics & Business Intelligence,Education  /    Teaching  /    Training,Less than 10,https://www.naukri.com/job-listings-Lead-Data-Scientist-Education-Technology-Firm-Premium-Mumbai-8-to-10-years-031017901230?src=jobsearchDesk&sid=15082428499556&xp=50,Posted 13 days ago,Lead Data Scientist - Education Technology Firm,164,"Machine Learning,Neural Networks,R,Data Science,Algorithms,SAS,Quality Documentation,Spoken English,Customer Handling ",Mumbai,,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,"NEED-TO-HAVE- Prior experience in client-side interactions and handling customers directly - 8-12 yrs of work exp in Data science in complex and challenging projects across industry domains - A strong understanding of R and SAS and writing code to operationalize statistical models conceptualized and designed - Strong background in applying Regression, neural networks, machine learning, Bayesian models, algorithms, and new techniques to data to solve problems - Prior work experience with hands-on interaction with customers in the North American market."
181,Premium  hiring for Client of Contactx Resource Management,IT/Networking-Manager,6 - 11 yrs,"IT Software - Network Administration   ,     Security",IT-Software  /    Software Services,20,https://www.naukri.com/job-listings-Manager-senior-Manager-Cyber-Security-Data-Scientist-Consulting-Fi-Premium-Mumbai-6-to-11-years-031017900163?src=jobsearchDesk&sid=15082429732750&xp=1,Posted 13 days ago,Manager/senior Manager - Cyber Security Data Scientist - Consulting Fi,211,"Data Science,Data Modeling,Data Analysis,Cyber Security,Senior Management,Manager - Cyber Security,SMP,Hadoop ",Mumbai,,Admin/Maintenance/Security/Datawarehousing,Not Disclosed by Recruiter,Not Disclosed by Recruiter,
182,Premium  hiring for Client of Career Experts,Data Analyst,5 - 8 yrs,Analytics & Business Intelligence,Banking  /    Financial Services  /    Broking,34,https://www.naukri.com/job-listings-Data-Scientist-BFSI-Premium-Delhi-NCR-Gurgaon-5-to-8-years-031017900151?src=jobsearchDesk&sid=15082429732750&xp=3,Posted 13 days ago,Data Scientist - BFSI,281,"Data Analysis,SAS,R,Statistical Modeling,Data Mining,Predictive Modeling,Analytics,Data Science,Qualitative Research,Statistics,Data Analyst,Data Scientist ","Delhi NCR,    Gurgaon",,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,
183,Jocata Financial Advisory and Technology,Data Analyst,5 - 10 yrs,Analytics & Business Intelligence,IT-Software  /    Software Services,332,https://www.naukri.com/job-listings-Data-Scientist-R-python-java-Jocata-Financial-Advisory-and-Technology-Hyderabad-5-to-10-years-280817901409?src=jobsearchDesk&sid=15082429732750&xp=4,Posted 50 days ago,Data Scientist - R/python/java,1428,"Text Mining,Linear Regression,R,Predictive Analytics,SAS,Data Science,SQL,Python,Machine Learning,Data Mining,Data Analyst,Data Scientist ",Hyderabad,,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,"- Bachelor's or Master's degree in Mathematics, Statistics, Quantitative Analysis or another technical discipline with minimum of 5 years relevant experience."
184,Premium  hiring for ehelium,Data Analyst,3 - 7 yrs,Analytics & Business Intelligence,Retail  /    Wholesale,33,https://www.naukri.com/job-listings-Data-Scientist-Retail-Industry-Premium-Chennai-3-to-7-years-031017900019?src=jobsearchDesk&sid=15082429732750&xp=5,Posted 14 days ago,Data Scientist - Retail Industry,243,"tableau,data analytics,business objects,data scientist,Data Management,Data BI Analytics ",Chennai,,Analytics & BI,Not Disclosed by Recruiter,Not Disclosed by Recruiter,
185,Dataweave Software,Software Developer,5 - 8 yrs,"IT Software - Embedded   ,     EDA   ,     VLSI   ,     ASIC   ,     Chip Design",IT-Software  /    Software Services,105,https://www.naukri.com/job-listings-Senior-Data-Scientist-Semantics-Dataweave-Software-Bengaluru-5-to-8-years-280817901135?src=jobsearchDesk&sid=15082429732750&xp=6,Posted 50 days ago,Senior Data Scientist - Semantics,677,"Design Development,Machine Learning,Data Scientist,Data Management,Algorithm ",Bengaluru,,Programming & Design,Not Disclosed by Recruiter,Not Disclosed by Recruiter,
186,PeopleStrong HR Services Pvt. Ltd.,Software Developer,2 - 5 yrs,"IT Software - Application Programming   ,     Maintenance",IT-Software  /    Software Services,1415,https://www.naukri.com/job-listings-Data-Scientist-machine-Learning-nlp-PeopleStrong-HR-Services-Pvt-Ltd-Gurgaon-2-to-5-years-201216000247?src=jobsearchDesk&sid=15082429732750&xp=7,Posted 11 days ago,Data Scientist-machine Learning/nlp,5000+,"Natural Language Processing,NLP,NoSQL,B.Tech,Java,Machine Learning,Python,MongoDB,Elasticsearch,Tensorflow,scikit - learn,Text Mining,data mining,Statistical Modeling,Recommender Systems ",Gurgaon,,Programming & Design,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Please refer to the Job description above
